0.0,30715
0.0,28820
0.0,28476
0.0,28452
5.68,28472
2.82,28452
2.82,28780
0.0,28760
0.0,28756
1.41,28540
0.0,28548
1.41,28544
0.0,28540
0.0,28560
1.41,28560
0.0,28564
0.0,28564
1.48,28564
1.41,28568
1.37,28576
1.41,28572
0.0,28584
1.41,28580
1.41,28584
0.0,28580
0.0,28592
1.41,28580
5.68,28588
2.82,28572
0.0,28600
0.0,28576
0.0,28588
0.0,28580
0.0,28600
0.0,28580
0.0,28600
1.41,28576
0.0,28856
0.0,28791
0.0,28791
0.0,28835
1.48,28823
7.13,28655
2.75,28619
0.0,28639
0.0,28631
1.41,28635
5.68,28631
1.41,28655
0.0,28643
0.0,28647
0.0,28647
0.0,28651
0.0,28647
0.0,28647
0.0,28647
0.0,28651
0.0,28887
0.0,28811
1.48,28807
1.48,28839
1.41,28831
0.0,28643
5.68,28639
1.41,28651
10.99,28651
7.13,28659
0.0,28650
0.0,28654
1.41,28658
0.0,28674
8.54,28674
0.0,28682
1.41,28678
1.48,28682
5.68,28686
0.0,28690
0.0,28694
0.0,28682
0.0,28706
0.0,28706
1.41,28710
0.0,28706
0.0,28718
0.0,28710
7.13,28714
1.48,28706
2.97,28714
0.0,28698
0.0,28706
1.41,28694
1.41,28710
1.41,28694
0.0,28714
1.41,28694
0.0,28698
1.48,28702
1.48,29030
0.0,28994
0.0,28962
5.68,28802
0.0,28806
0.0,28794
0.0,28810
0.0,28798
0.0,28798
1.41,28810
0.0,28810
0.0,28798
0.0,28806
0.0,28802
0.0,28826
1.37,28818
0.0,28810
0.0,28814
1.41,28842
0.0,28890
0.0,28898
0.0,28886
0.0,28906
7.42,28906
0.0,28906
1.48,28906
21.38,28906
0.0,29194
2.82,29110
0.0,29134
0.0,29106
4.27,28918
0.0,28894
0.0,28910
0.0,28898
0.0,28906
0.0,28894
0.0,28914
8.54,28894
0.0,28902
0.0,28894
0.0,29000
0.0,28988
0.0,29008
1.41,28996
0.0,29000
0.0,29010
1.48,29014
0.0,29010
0.0,29006
5.68,29010
0.0,29006
4.27,29010
1.41,29014
0.0,29010
1.41,29218
0.0,29129
0.0,29122
0.0,29166
0.0,29158
1.48,28994
1.48,28994
0.0,28990
0.0,28990
1.41,28986
2.82,28994
0.0,29006
0.0,28998
0.0,29002
1.41,29002
1.41,29002
1.41,29002
2.82,29002
1.41,28998
8.54,28998
1.41,28998
0.0,29010
0.0,29006
2.82,29006
0.0,29002
0.0,29002
0.0,29002
1.41,29002
2.82,29002
1.41,29002
0.0,28990
0.0,29006
0.0,28986
2.97,28990
1.41,28990
1.41,28990
1.41,28990
1.41,29218
0.0,29146
0.0,29154
0.0,29134
0.0,29186
0.0,29142
0.0,29018
1.48,29014
0.0,29026
0.0,29014
0.0,29010
1.41,29026
1.48,29026
0.0,29022
0.0,29022
0.0,29026
1.41,29108
0.0,29088
0.0,29084
2.82,29080
2.82,29084
0.0,29096
0.0,29100
0.0,29100
0.0,29312
1.41,29240
1.41,29224
0.0,29232
5.68,29232
0.0,29244
1.41,29080
