4.0, 42974
0.0, 34740
0.0, 34724
0.0, 34732
0.0, 34744
0.0, 32559
0.0, 32555
0.0, 32558
4.0, 33130
0.0, 32938
0.0, 32942
0.0, 32926
0.0, 33259
0.0, 33171
0.0, 33015
0.0, 32987
0.0, 32983
0.0, 32923
0.0, 32999
0.0, 32995
4.0, 33035
0.0, 33007
0.0, 33067
0.0, 33051
0.0, 33103
0.0, 33075
0.0, 33099
0.0, 33079
0.0, 33095
0.0, 33087
0.0, 33091
4.0, 33091
0.0, 33267
0.0, 33267
0.0, 33295
0.0, 33335
0.0, 33279
0.0, 33315
0.0, 33339
4.0, 33335
0.0, 33319
0.0, 33343
0.0, 33319
0.0, 33323
0.0, 33303
0.0, 33355
0.0, 33331
0.0, 33367
0.0, 33351
0.0, 33395
0.0, 33379
0.0, 33403
0.0, 33371
4.0, 33371
4.0, 33723
3.7, 33623
0.0, 33595
4.0, 33435
0.0, 33339
0.0, 33387
0.0, 33319
4.0, 33339
0.0, 33343
4.0, 33367
0.0, 33343
0.0, 33367
0.0, 33347
0.0, 33402
0.0, 33354
0.0, 33410
0.0, 33370
0.0, 33410
0.0, 33382
4.0, 33378
0.0, 33410
8.0, 33386
0.0, 33410
0.0, 33366
0.0, 33414
0.0, 33394
0.0, 33426
0.0, 33434
4.0, 33442
0.0, 33434
0.0, 33430
0.0, 33478
0.0, 33510
0.0, 33518
4.0, 33534
0.0, 33522
0.0, 33490
0.0, 33518
0.0, 33538
0.0, 33522
0.0, 33542
0.0, 33518
0.0, 33518
0.0, 33522
0.0, 33522
0.0, 33542
0.0, 33842
0.0, 33670
0.0, 33690
0.0, 33738
0.0, 33758
4.0, 33594
0.0, 33622
0.0, 33582
4.0, 33606
4.0, 33586
0.0, 33610
0.0, 33630
0.0, 33546
0.0, 33550
0.0, 33546
0.0, 33570
0.0, 33546
4.0, 33598
0.0, 33558
4.0, 33558
0.0, 33558
0.0, 33562
0.0, 33486
4.0, 33494
0.0, 33486
0.0, 33494
0.0, 33486
0.0, 33498
0.0, 33514
0.0, 33502
0.0, 33482
4.0, 33478
4.0, 33838
0.0, 33718
0.0, 33702
0.0, 33670
0.0, 33694
0.0, 33802
0.0, 33766
0.0, 33590
0.0, 33574
4.0, 33582
0.0, 33582
4.0, 33614
0.0, 33606
0.0, 33610
0.0, 33606
0.0, 33614
0.0, 33610
0.0, 33626
0.0, 33618
0.0, 33618
0.0, 33634
4.0, 33566
0.0, 33590
0.0, 33566
0.0, 33590
0.0, 33566
4.0, 33586
0.0, 33562
0.0, 33586
0.0, 33914
0.0, 33782
0.0, 33750
0.0, 33742
4.0, 33838
4.0, 33798
0.0, 33750
0.0, 33694
0.0, 33758
0.0, 33730
0.0, 33750
0.0, 33730
0.0, 33770
0.0, 33750
0.0, 33774
4.0, 33798
0.0, 33786
0.0, 33814
0.0, 33806
0.0, 33822
0.0, 33798
0.0, 33822
0.0, 33822
4.0, 33826
0.0, 33798
0.0, 33798
4.0, 33798
0.0, 33838
0.0, 33818
0.0, 33834
0.0, 34090
0.0, 33906
0.0, 33914
0.0, 33958
0.0, 33938
0.0, 33746
0.0, 33738
0.0, 33714
4.0, 33738
0.0, 33738
0.0, 33762
0.0, 33714
0.0, 33746
0.0, 33754
0.0, 33774
0.0, 33758
0.0, 33750
0.0, 33758
0.0, 33758
0.0, 33750
0.0, 33766
0.0, 33778
0.0, 33778
0.0, 33798
0.0, 33770
0.0, 33806
0.0, 33814
0.0, 33838
4.0, 33814
0.0, 33834
0.0, 33790
0.0, 33794
0.0, 33794
0.0, 33814
0.0, 33818
0.0, 33838
4.0, 33854
0.0, 34098
0.0, 33946
0.0, 33938
0.0, 33922
4.0, 34018
0.0, 33946
4.0, 33874
0.0, 33846
4.0, 33886
0.0, 33826
0.0, 33910
0.0, 33850
4.0, 33926
0.0, 33902
0.0, 33930
0.0, 33902
0.0, 33902
0.0, 33926
0.0, 33878
0.0, 33890
0.0, 33902
0.0, 33934
0.0, 33882
4.0, 33914
0.0, 33886
0.0, 33914
0.0, 33894
0.0, 33906
0.0, 33922
0.0, 34166
0.0, 34018
0.0, 34026
0.0, 34014
0.0, 34106
4.0, 34074
0.0, 33946
0.0, 33974
4.0, 33934
0.0, 33978
0.0, 33938
0.0, 33978
0.0, 33942
0.0, 33954
0.0, 33962
0.0, 33958
0.0, 33994
0.0, 33938
0.0, 33974
4.0, 33962
0.0, 33950
0.0, 33950
0.0, 33978
0.0, 33954
8.0, 34406
0.0, 34230
0.0, 34222
0.0, 34202
0.0, 34302
0.0, 34262
3.8, 34050
4.0, 34066
0.0, 34034
4.0, 34070
0.0, 34058
8.0, 34082
0.0, 34098
0.0, 34062
0.0, 34074
0.0, 34082
0.0, 34090
0.0, 34098
0.0, 34086
0.0, 34042
0.0, 34082
0.0, 34082
0.0, 34130
0.0, 34082
0.0, 34106
0.0, 34082
0.0, 34106
0.0, 34082
0.0, 34050
0.0, 33994
0.0, 34050
0.0, 34010
0.0, 34382
0.0, 34298
0.0, 34246
0.0, 34146
4.0, 34118
3.8, 34122
0.0, 34114
4.0, 34149
0.0, 34129
0.0, 34133
0.0, 34133
0.0, 34153
0.0, 34153
0.0, 34153
0.0, 34129
4.0, 34157
0.0, 34133
0.0, 34157
0.0, 34133
0.0, 34157
0.0, 34133
0.0, 34145
0.0, 34165
0.0, 34161
3.8, 34173
0.0, 34145
0.0, 34165
0.0, 34145
0.0, 34169
0.0, 34149
4.0, 34177
0.0, 34129
0.0, 34177
0.0, 34385
0.0, 34321
0.0, 34333
0.0, 34145
4.0, 34121
0.0, 34133
0.0, 34145
0.0, 34137
0.0, 34121
0.0, 34161
0.0, 34121
0.0, 34169
0.0, 34125
4.0, 34189
0.0, 34105
4.0, 34165
0.0, 34125
0.0, 34168
0.0, 34144
4.0, 34144
0.0, 34144
0.0, 34172
0.0, 34148
0.0, 34176
0.0, 34176
0.0, 34152
4.0, 34192
0.0, 34492
0.0, 34324
0.0, 34312
0.0, 34400
0.0, 34360
0.0, 34256
0.0, 34228
0.0, 34248
0.0, 34244
0.0, 34264
0.0, 34256
0.0, 34240
0.0, 34256
0.0, 34264
0.0, 34236
0.0, 34240
0.0, 34300
0.0, 34240
0.0, 34264
4.0, 34220
0.0, 34260
0.0, 34240
0.0, 34268
0.0, 34240
