0.0,42974
0.0,34740
1.04,34724
0.0,34732
0.0,34744
0.0,32559
1.04,32555
1.04,32558
0.0,33130
1.04,32938
0.0,32942
0.0,32926
7.36,33259
0.0,33171
0.0,33015
0.0,32987
0.0,32983
1.04,32923
0.0,32999
1.04,32995
0.0,33035
1.04,33007
0.0,33067
0.0,33051
0.0,33103
0.0,33075
0.0,33099
0.0,33079
1.04,33095
0.0,33087
0.0,33091
1.04,33091
1.04,33267
1.04,33267
1.04,33295
2.08,33335
0.0,33279
2.08,33315
0.0,33339
2.08,33335
1.04,33319
2.03,33343
1.04,33319
0.0,33323
0.0,33303
2.08,33355
0.0,33331
0.0,33367
0.0,33351
0.0,33395
1.04,33379
0.0,33403
0.0,33371
1.04,33371
1.04,33723
2.08,33623
0.0,33595
1.04,33435
1.04,33339
2.08,33387
0.0,33319
3.15,33339
0.0,33343
0.0,33367
0.0,33343
0.0,33367
0.0,33347
1.04,33402
0.0,33354
0.0,33410
1.04,33370
0.0,33410
1.04,33382
0.0,33378
0.0,33410
0.0,33386
1.04,33410
1.04,33366
0.0,33414
0.0,33394
1.04,33426
1.04,33434
2.08,33442
2.08,33434
1.04,33430
0.0,33478
2.08,33510
1.04,33518
1.04,33534
0.0,33522
0.0,33490
0.0,33518
1.04,33538
1.04,33522
0.0,33542
2.08,33518
1.04,33518
0.0,33522
1.04,33522
2.08,33542
0.0,33842
0.0,33670
0.0,33690
0.0,33738
0.0,33758
1.04,33594
2.08,33622
3.15,33582
0.0,33606
0.0,33586
0.0,33610
0.0,33630
1.04,33546
1.04,33550
0.0,33546
2.08,33570
0.0,33546
2.08,33598
2.19,33558
0.0,33558
0.0,33558
0.0,33562
0.0,33486
2.08,33494
0.0,33486
1.04,33494
1.04,33486
0.0,33498
0.0,33514
2.08,33502
1.04,33482
0.0,33478
0.0,33838
0.0,33718
2.08,33702
1.04,33670
1.04,33694
1.04,33802
0.0,33766
0.0,33590
0.0,33574
0.0,33582
0.0,33582
0.0,33614
1.04,33606
2.08,33610
0.0,33606
0.0,33614
1.04,33610
